序号,专项,报警编号,报警等级,现场工作人员核实-是否误报,综合研判-误报,研判备注,现场核实内容,报警状态,监测指标,设备标识码,设备名称,设施名称,报警生成时间,初次报警时间,初次报警值,报警阈值,当前报警值,报警核实时间,操作人员,报警处置时间,处置内容,操作人员.1,消警时间,消警内容,回复附件,初次报警时间.1,报警前10次推送值,推送时间10,报警前9次推送值,推送时间9,报警前8次推送值,推送时间8,报警前7次推送值,推送时间7,报警前6次推送值,推送时间6,报警前5次推送值,推送时间5,报警前4次推送值,推送时间4,报警前3次推送值,推送时间3,报警前2次推送值,推送时间2,报警前1次推送值,推送时间1,报警后1次推送值,推送时间2-1,报警后2次推送值,推送时间2-2,报警后3次推送值,推送时间2-3,报警后4次推送值,推送时间2-4,报警后5次推送值,推送时间2-5,报警后6次推送值,推送时间2-6,报警后7次推送值,推送时间2-7,报警后8次推送值,推送时间2-8,报警后9次推送值,推送时间2-9,报警后10次推送值,推送时间2-10
23,燃气爆炸,RQ011990647016182763522,3,是,误报,多次/连续报警，暂维持现场判断,误报,消警,RQ0101,LT-ARD320-15,可燃气体报警器,[NULL],2025-11-18 13:03:27,2025-11-18 13:03:28,1.0,0.0,1.0,2025-11-18 13:04:14,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],http://121.236.214.143:18081/prod-minio/urbanlifeline-file/微信图片_20251118112733_745_90_1763442242008.jpg,1.0,2025-11-18 12:51:13,1.0,2025-11-18 12:41:14,2.0,2025-11-18 12:31:15,2.0,2025-11-18 12:21:16,1.0,2025-11-18 12:11:17,2.0,2025-11-18 12:01:18,2.0,2025-11-18 11:51:19,2.0,2025-11-18 11:41:20,2.0,2025-11-18 11:31:21,1.0,2025-11-18 11:21:22,0.0,2025-11-18 13:13:27,0.0,2025-11-18 13:23:26,0.0,2025-11-18 13:33:25,0.0,2025-11-18 13:43:24,0.0,2025-11-18 13:53:23,0.0,2025-11-18 14:03:22,0.0,2025-11-18 14:13:21,0.0,2025-11-18 14:23:20,0.0,2025-11-18 14:33:19,0.0,2025-11-18 14:43:18,
24,燃气爆炸,RQ011990643933574844419,3,是,误报,多次/连续报警，暂维持现场判断,误报,消警,RQ0101,LT-ARD320-15,可燃气体报警器,[NULL],2025-11-18 12:51:12,2025-11-18 12:51:13,1.0,0.0,1.0,2025-11-18 12:57:36,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],http://121.236.214.143:18081/prod-minio/urbanlifeline-file/微信图片_20251118112733_745_90_1763441847101.jpg,1.0,2025-11-18 12:41:14,2.0,2025-11-18 12:31:15,2.0,2025-11-18 12:21:16,1.0,2025-11-18 12:11:17,2.0,2025-11-18 12:01:18,2.0,2025-11-18 11:51:19,2.0,2025-11-18 11:41:20,2.0,2025-11-18 11:31:21,1.0,2025-11-18 11:21:22,1.0,2025-11-18 11:11:22,1.0,2025-11-18 13:03:28,0.0,2025-11-18 13:13:27,0.0,2025-11-18 13:23:26,0.0,2025-11-18 13:33:25,0.0,2025-11-18 13:43:24,0.0,2025-11-18 13:53:23,0.0,2025-11-18 14:03:22,0.0,2025-11-18 14:13:21,0.0,2025-11-18 14:23:20,0.0,2025-11-18 14:33:19,
25,燃气爆炸,RQ011990641797885579266,3,是,误报,多次/连续报警，暂维持现场判断,误报,消警,RQ0101,LT-ARD320-18,可燃气体报警器,[NULL],2025-11-18 12:42:43,2025-11-18 12:42:44,2.0,0.0,2.0,2025-11-18 12:43:38,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],http://121.236.214.143:18081/prod-minio/urbanlifeline-file/微信图片_20251118112733_745_90_1763441010345.jpg,2.0,2025-11-18 12:32:44,2.0,2025-11-18 12:22:43,2.0,2025-11-18 12:12:43,2.0,2025-11-18 12:02:43,2.0,2025-11-18 11:52:43,2.0,2025-11-18 11:42:43,2.0,2025-11-18 11:32:43,2.0,2025-11-18 11:22:43,2.0,2025-11-18 11:12:43,2.0,2025-11-18 11:02:43,2.0,2025-11-18 13:03:29,0.0,2025-11-18 13:13:29,0.0,2025-11-18 13:23:29,0.0,2025-11-18 13:33:29,0.0,2025-11-18 13:43:29,0.0,2025-11-18 13:53:29,0.0,2025-11-18 14:03:29,0.0,2025-11-18 14:13:29,0.0,2025-11-18 14:23:29,0.0,2025-11-18 14:33:29,
26,燃气爆炸,RQ011990641507081900034,3,否,误报,回填不一致，以文字图片为主,误报,消警,RQ0101,LT-ARD320-15,可燃气体报警器,[NULL],2025-11-18 12:41:34,2025-11-18 12:41:14,1.0,0.0,1.0,2025-11-18 12:42:43,苏州蓝天燃气企业管理员,2025-11-18 12:43:06,误报,苏州蓝天燃气企业管理员,2025-11-18 12:43:17,误报,http://121.236.214.143:18081/prod-minio/urbanlifeline-file/IMG_20251118124232691_1763440962092.jpg,2.0,2025-11-18 12:31:15,2.0,2025-11-18 12:21:16,1.0,2025-11-18 12:11:17,2.0,2025-11-18 12:01:18,2.0,2025-11-18 11:51:19,2.0,2025-11-18 11:41:20,2.0,2025-11-18 11:31:21,1.0,2025-11-18 11:21:22,1.0,2025-11-18 11:11:22,1.0,2025-11-18 11:01:23,1.0,2025-11-18 12:51:13,1.0,2025-11-18 13:03:28,0.0,2025-11-18 13:13:27,0.0,2025-11-18 13:23:26,0.0,2025-11-18 13:33:25,0.0,2025-11-18 13:43:24,0.0,2025-11-18 13:53:23,0.0,2025-11-18 14:03:22,0.0,2025-11-18 14:13:21,0.0,2025-11-18 14:23:20,
27,燃气爆炸,RQ011990639281093464067,3,否,误报,回填不一致，以文字图片为主,误报,消警,RQ0101,LT-ARD320-18,可燃气体报警器,[NULL],2025-11-18 12:32:43,2025-11-18 12:32:44,2.0,0.0,2.0,2025-11-18 12:34:31,苏州蓝天燃气企业管理员,2025-11-18 12:34:55,误报,苏州蓝天燃气企业管理员,2025-11-18 12:35:06,误报,http://121.236.214.143:18081/prod-minio/urbanlifeline-file/IMG_20251118123422298_1763440470806.jpg,2.0,2025-11-18 12:22:43,2.0,2025-11-18 12:12:43,2.0,2025-11-18 12:02:43,2.0,2025-11-18 11:52:43,2.0,2025-11-18 11:42:43,2.0,2025-11-18 11:32:43,2.0,2025-11-18 11:22:43,2.0,2025-11-18 11:12:43,2.0,2025-11-18 11:02:43,2.0,2025-11-18 10:52:43,2.0,2025-11-18 12:42:44,2.0,2025-11-18 13:03:29,0.0,2025-11-18 13:13:29,0.0,2025-11-18 13:23:29,0.0,2025-11-18 13:33:29,0.0,2025-11-18 13:43:29,0.0,2025-11-18 13:53:29,0.0,2025-11-18 14:03:29,0.0,2025-11-18 14:13:29,0.0,2025-11-18 14:23:29,
28,燃气爆炸,RQ011990638909075476481,3,否,误报,回填不一致，以文字图片为主,误报,消警,RQ0101,LT-ARD320-15,可燃气体报警器,[NULL],2025-11-18 12:31:14,2025-11-18 12:31:15,2.0,0.0,2.0,2025-11-18 12:32:10,fengbin,2025-11-18 12:32:31,误报,fengbin,2025-11-18 12:32:49,误报,http://121.236.214.143:18081/prod-minio/urbanlifeline-file/IMG_20251118123200841_1763440328756.jpg,2.0,2025-11-18 12:21:16,1.0,2025-11-18 12:11:17,2.0,2025-11-18 12:01:18,2.0,2025-11-18 11:51:19,2.0,2025-11-18 11:41:20,2.0,2025-11-18 11:31:21,1.0,2025-11-18 11:21:22,1.0,2025-11-18 11:11:22,1.0,2025-11-18 11:01:23,1.0,2025-11-18 10:51:24,1.0,2025-11-18 12:41:14,1.0,2025-11-18 12:51:13,1.0,2025-11-18 13:03:28,0.0,2025-11-18 13:13:27,0.0,2025-11-18 13:23:26,0.0,2025-11-18 13:33:25,0.0,2025-11-18 13:43:24,0.0,2025-11-18 13:53:23,0.0,2025-11-18 14:03:22,0.0,2025-11-18 14:13:21,
29,燃气爆炸,RQ011990636778150940675,3,否,误报,回填不一致，以文字图片为主,误报,消警,RQ0101,LT-ARD320-18,可燃气体报警器,[NULL],2025-11-18 12:22:47,2025-11-18 12:22:43,2.0,0.0,2.0,2025-11-18 12:24:05,fengbin,2025-11-18 12:26:04,误报,fengbin,2025-11-18 12:26:19,误报,http://121.236.214.143:18081/prod-minio/urbanlifeline-file/IMG_20251118122355475_1763439844143.jpg,2.0,2025-11-18 12:12:43,2.0,2025-11-18 12:02:43,2.0,2025-11-18 11:52:43,2.0,2025-11-18 11:42:43,2.0,2025-11-18 11:32:43,2.0,2025-11-18 11:22:43,2.0,2025-11-18 11:12:43,2.0,2025-11-18 11:02:43,2.0,2025-11-18 10:52:43,2.0,2025-11-18 10:42:43,2.0,2025-11-18 12:32:44,2.0,2025-11-18 12:42:44,2.0,2025-11-18 13:03:29,0.0,2025-11-18 13:13:29,0.0,2025-11-18 13:23:29,0.0,2025-11-18 13:33:29,0.0,2025-11-18 13:43:29,0.0,2025-11-18 13:53:29,0.0,2025-11-18 14:03:29,0.0,2025-11-18 14:13:29,
30,燃气爆炸,RQ011990636502421590025,3,否,误报,回填不一致，以文字图片为主,误报,消警,RQ0101,LT-ARD320-15,可燃气体报警器,[NULL],2025-11-18 12:21:41,2025-11-18 12:21:16,2.0,0.0,2.0,2025-11-18 12:24:49,fengbin,2025-11-18 12:25:09,误报,fengbin,2025-11-18 12:25:28,误报,http://121.236.214.143:18081/prod-minio/urbanlifeline-file/IMG_20251118122440671_1763439887885.jpg,1.0,2025-11-18 12:11:17,2.0,2025-11-18 12:01:18,2.0,2025-11-18 11:51:19,2.0,2025-11-18 11:41:20,2.0,2025-11-18 11:31:21,1.0,2025-11-18 11:21:22,1.0,2025-11-18 11:11:22,1.0,2025-11-18 11:01:23,1.0,2025-11-18 10:51:24,1.0,2025-11-18 10:41:25,2.0,2025-11-18 12:31:15,1.0,2025-11-18 12:41:14,1.0,2025-11-18 12:51:13,1.0,2025-11-18 13:03:28,0.0,2025-11-18 13:13:27,0.0,2025-11-18 13:23:26,0.0,2025-11-18 13:33:25,0.0,2025-11-18 13:43:24,0.0,2025-11-18 13:53:23,0.0,2025-11-18 14:03:22,
31,燃气爆炸,RQ011990634247903498243,3,否,误报,回填不一致，以文字图片为主,误报,消警,RQ0101,LT-ARD320-18,可燃气体报警器,[NULL],2025-11-18 12:12:43,2025-11-18 12:12:43,2.0,0.0,2.0,2025-11-18 12:13:34,fengbin,2025-11-18 12:13:59,误报,fengbin,2025-11-18 12:14:17,误报,http://121.236.214.143:18081/prod-minio/urbanlifeline-file/IMG_20251118112936420_1763439212957.jpg,2.0,2025-11-18 12:02:43,2.0,2025-11-18 11:52:43,2.0,2025-11-18 11:42:43,2.0,2025-11-18 11:32:43,2.0,2025-11-18 11:22:43,2.0,2025-11-18 11:12:43,2.0,2025-11-18 11:02:43,2.0,2025-11-18 10:52:43,2.0,2025-11-18 10:42:43,2.0,2025-11-18 10:32:43,2.0,2025-11-18 12:22:43,2.0,2025-11-18 12:32:44,2.0,2025-11-18 12:42:44,2.0,2025-11-18 13:03:29,0.0,2025-11-18 13:13:29,0.0,2025-11-18 13:23:29,0.0,2025-11-18 13:33:29,0.0,2025-11-18 13:43:29,0.0,2025-11-18 13:53:29,0.0,2025-11-18 14:03:29,
32,燃气爆炸,RQ011990633884550942721,3,否,误报,回填不一致，以文字图片为主,误报,消警,RQ0101,LT-ARD320-15,可燃气体报警器,[NULL],2025-11-18 12:11:17,2025-11-18 12:11:17,1.0,0.0,1.0,2025-11-18 12:12:05,fengbin,2025-11-18 12:13:04,误报,fengbin,2025-11-18 12:15:51,误报,http://121.236.214.143:18081/prod-minio/urbanlifeline-file/IMG_20251118120400655_1763439124941.jpg,2.0,2025-11-18 12:01:18,2.0,2025-11-18 11:51:19,2.0,2025-11-18 11:41:20,2.0,2025-11-18 11:31:21,1.0,2025-11-18 11:21:22,1.0,2025-11-18 11:11:22,1.0,2025-11-18 11:01:23,1.0,2025-11-18 10:51:24,1.0,2025-11-18 10:41:25,1.0,2025-11-18 10:31:26,2.0,2025-11-18 12:21:16,2.0,2025-11-18 12:31:15,1.0,2025-11-18 12:41:14,1.0,2025-11-18 12:51:13,1.0,2025-11-18 13:03:28,0.0,2025-11-18 13:13:27,0.0,2025-11-18 13:23:26,0.0,2025-11-18 13:33:25,0.0,2025-11-18 13:43:24,0.0,2025-11-18 13:53:23,
33,燃气爆炸,RQ011990633058566656001,2,是,误报,,误报,消警,RQ0101,19C2S0238,燃气检测仪,[NULL],2025-11-18 12:08:00,2025-11-18 12:07:59,20.0,20.0,20.0,2025-11-18 12:12:45,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],http://121.236.214.143:18081/prod-minio/urbanlifeline-file/燃气检测仪_1763439119561.jpg,0.0,2025-11-18 12:05:59,0.0,2025-11-18 12:03:59,0.0,2025-11-18 12:01:59,0.0,2025-11-18 11:59:59,0.0,2025-11-18 11:57:59,0.0,2025-11-18 11:55:59,0.0,2025-11-18 11:53:59,0.0,2025-11-18 11:51:59,0.0,2025-11-18 11:49:59,0.0,2025-11-18 11:47:59,0.0,2025-11-18 12:09:59,0.0,2025-11-18 12:11:59,0.0,2025-11-18 12:13:59,0.0,2025-11-18 12:15:59,0.0,2025-11-18 12:17:59,0.0,2025-11-18 12:19:59,0.0,2025-11-18 12:26:18,0.0,2025-11-18 12:28:18,0.0,2025-11-18 12:30:18,0.0,2025-11-18 12:32:18,
34,燃气爆炸,RQ011990631947617161219,3,是,误报,多次/连续报警，暂维持现场判断,误报,消警,RQ0101,LT-ARD320-12,可燃气体报警器,[NULL],2025-11-18 12:03:35,2025-11-18 12:02:48,1.0,0.0,1.0,2025-11-18 12:06:32,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],http://121.236.214.143:18081/prod-minio/urbanlifeline-file/微信图片_20251118112733_745_90_1763438754501.jpg,1.0,2025-11-18 12:00:48,1.0,2025-11-18 11:58:48,0.0,2025-11-18 11:56:48,0.0,2025-11-18 11:55:47,0.0,2025-11-18 11:53:47,0.0,2025-11-18 11:51:47,0.0,2025-11-18 11:49:47,0.0,2025-11-18 11:47:47,0.0,2025-11-18 11:45:47,0.0,2025-11-18 11:44:47,1.0,2025-11-18 12:04:48,1.0,2025-11-18 12:05:48,0.0,2025-11-18 12:07:48,0.0,2025-11-18 12:08:48,0.0,2025-11-18 12:09:48,0.0,2025-11-18 12:10:48,0.0,2025-11-18 12:11:48,0.0,2025-11-18 12:13:48,0.0,2025-11-18 12:15:48,0.0,2025-11-18 12:17:48,
35,燃气爆炸,RQ011990631920194801666,3,否,误报,回填不一致，以文字图片为主,误报,消警,RQ0101,LT-ARD320-18,可燃气体报警器,[NULL],2025-11-18 12:03:28,2025-11-18 12:02:43,2.0,0.0,2.0,2025-11-18 12:04:59,苏州蓝天燃气企业管理员,2025-11-18 12:05:32,误报,苏州蓝天燃气企业管理员,2025-11-18 12:05:43,误报,http://121.236.214.143:18081/prod-minio/urbanlifeline-file/IMG_20251118120400655_1763438695415.jpg,2.0,2025-11-18 11:52:43,2.0,2025-11-18 11:42:43,2.0,2025-11-18 11:32:43,2.0,2025-11-18 11:22:43,2.0,2025-11-18 11:12:43,2.0,2025-11-18 11:02:43,2.0,2025-11-18 10:52:43,2.0,2025-11-18 10:42:43,2.0,2025-11-18 10:32:43,0.0,2025-11-18 10:22:43,2.0,2025-11-18 12:12:43,2.0,2025-11-18 12:22:43,2.0,2025-11-18 12:32:44,2.0,2025-11-18 12:42:44,2.0,2025-11-18 13:03:29,0.0,2025-11-18 13:13:29,0.0,2025-11-18 13:23:29,0.0,2025-11-18 13:33:29,0.0,2025-11-18 13:43:29,0.0,2025-11-18 13:53:29,
36,燃气爆炸,RQ011990631502735724545,3,否,误报,回填不一致，以文字图片为主,误报,消警,RQ0101,LT-ARD320-15,可燃气体报警器,[NULL],2025-11-18 12:01:49,2025-11-18 12:01:18,2.0,0.0,2.0,2025-11-18 12:03:44,苏州蓝天燃气企业管理员,2025-11-18 12:04:20,误报,苏州蓝天燃气企业管理员,2025-11-18 12:04:38,误报,http://121.236.214.143:18081/prod-minio/urbanlifeline-file/IMG_20251118115955988_1763438623245.jpg,2.0,2025-11-18 11:51:19,2.0,2025-11-18 11:41:20,2.0,2025-11-18 11:31:21,1.0,2025-11-18 11:21:22,1.0,2025-11-18 11:11:22,1.0,2025-11-18 11:01:23,1.0,2025-11-18 10:51:24,1.0,2025-11-18 10:41:25,1.0,2025-11-18 10:31:26,2.0,2025-11-18 10:21:27,1.0,2025-11-18 12:11:17,2.0,2025-11-18 12:21:16,2.0,2025-11-18 12:31:15,1.0,2025-11-18 12:41:14,1.0,2025-11-18 12:51:13,1.0,2025-11-18 13:03:28,0.0,2025-11-18 13:13:27,0.0,2025-11-18 13:23:26,0.0,2025-11-18 13:33:25,0.0,2025-11-18 13:43:24,
37,燃气爆炸,RQ011990631460733964289,3,否,误报,回填不一致，以文字图片为主,误报,消警,RQ0101,LT-ARD320-12,可燃气体报警器,[NULL],2025-11-18 12:01:39,2025-11-18 12:00:48,1.0,0.0,1.0,2025-11-18 12:02:56,苏州蓝天燃气企业管理员,2025-11-18 12:03:56,误报,苏州蓝天燃气企业管理员,2025-11-18 12:04:06,误报,http://121.236.214.143:18081/prod-minio/urbanlifeline-file/IMG_20251118115955988_1763438575403.jpg,1.0,2025-11-18 11:58:48,0.0,2025-11-18 11:56:48,0.0,2025-11-18 11:55:47,0.0,2025-11-18 11:53:47,0.0,2025-11-18 11:51:47,0.0,2025-11-18 11:49:47,0.0,2025-11-18 11:47:47,0.0,2025-11-18 11:45:47,0.0,2025-11-18 11:44:47,1.0,2025-11-18 11:42:47,1.0,2025-11-18 12:02:48,1.0,2025-11-18 12:04:48,1.0,2025-11-18 12:05:48,0.0,2025-11-18 12:07:48,0.0,2025-11-18 12:08:48,0.0,2025-11-18 12:09:48,0.0,2025-11-18 12:10:48,0.0,2025-11-18 12:11:48,0.0,2025-11-18 12:13:48,0.0,2025-11-18 12:15:48,
38,燃气爆炸,RQ011990630742065139713,3,是,误报,多次/连续报警，暂维持现场判断,误报,消警,RQ0101,LT-ARD320-12,可燃气体报警器,[NULL],2025-11-18 11:58:47,2025-11-18 11:58:48,1.0,0.0,1.0,2025-11-18 11:59:44,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],http://121.236.214.143:18081/prod-minio/urbanlifeline-file/微信图片_20251118112733_745_90_1763438370128.jpg,0.0,2025-11-18 11:56:48,0.0,2025-11-18 11:55:47,0.0,2025-11-18 11:53:47,0.0,2025-11-18 11:51:47,0.0,2025-11-18 11:49:47,0.0,2025-11-18 11:47:47,0.0,2025-11-18 11:45:47,0.0,2025-11-18 11:44:47,1.0,2025-11-18 11:42:47,1.0,2025-11-18 11:40:47,1.0,2025-11-18 12:00:48,1.0,2025-11-18 12:02:48,1.0,2025-11-18 12:04:48,1.0,2025-11-18 12:05:48,0.0,2025-11-18 12:07:48,0.0,2025-11-18 12:08:48,0.0,2025-11-18 12:09:48,0.0,2025-11-18 12:10:48,0.0,2025-11-18 12:11:48,0.0,2025-11-18 12:13:48,
39,燃气爆炸,RQ011990629215065853956,3,是,误报,多次/连续报警，暂维持现场判断,误报,消警,RQ0101,LT-ARD320-18,可燃气体报警器,[NULL],2025-11-18 11:52:43,2025-11-18 11:52:43,2.0,0.0,2.0,2025-11-18 11:53:28,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],http://121.236.214.143:18081/prod-minio/urbanlifeline-file/微信图片_20251118112733_745_90_1763437999441.jpg,2.0,2025-11-18 11:42:43,2.0,2025-11-18 11:32:43,2.0,2025-11-18 11:22:43,2.0,2025-11-18 11:12:43,2.0,2025-11-18 11:02:43,2.0,2025-11-18 10:52:43,2.0,2025-11-18 10:42:43,2.0,2025-11-18 10:32:43,0.0,2025-11-18 10:22:43,0.0,2025-11-18 10:12:43,2.0,2025-11-18 12:02:43,2.0,2025-11-18 12:12:43,2.0,2025-11-18 12:22:43,2.0,2025-11-18 12:32:44,2.0,2025-11-18 12:42:44,2.0,2025-11-18 13:03:29,0.0,2025-11-18 13:13:29,0.0,2025-11-18 13:23:29,0.0,2025-11-18 13:33:29,0.0,2025-11-18 13:43:29,
40,燃气爆炸,RQ011990628859602784257,3,是,误报,多次/连续报警，暂维持现场判断,误报,消警,RQ0101,LT-ARD320-15,可燃气体报警器,[NULL],2025-11-18 11:51:19,2025-11-18 11:51:19,2.0,0.0,2.0,2025-11-18 11:52:13,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],http://121.236.214.143:18081/prod-minio/urbanlifeline-file/微信图片_20251118112733_745_90_1763437919970.jpg,2.0,2025-11-18 11:41:20,2.0,2025-11-18 11:31:21,1.0,2025-11-18 11:21:22,1.0,2025-11-18 11:11:22,1.0,2025-11-18 11:01:23,1.0,2025-11-18 10:51:24,1.0,2025-11-18 10:41:25,1.0,2025-11-18 10:31:26,2.0,2025-11-18 10:21:27,0.0,2025-11-18 10:11:28,2.0,2025-11-18 12:01:18,1.0,2025-11-18 12:11:17,2.0,2025-11-18 12:21:16,2.0,2025-11-18 12:31:15,1.0,2025-11-18 12:41:14,1.0,2025-11-18 12:51:13,1.0,2025-11-18 13:03:28,0.0,2025-11-18 13:13:27,0.0,2025-11-18 13:23:26,0.0,2025-11-18 13:33:25,
41,燃气爆炸,RQ011990626698034663425,3,是,误报,多次/连续报警，暂维持现场判断,误报,消警,RQ0101,LT-ARD320-18,可燃气体报警器,[NULL],2025-11-18 11:42:43,2025-11-18 11:42:43,2.0,0.0,2.0,2025-11-18 11:44:49,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],http://121.236.214.143:18081/prod-minio/urbanlifeline-file/微信图片_20251118112733_745_90_1763437480708.jpg,2.0,2025-11-18 11:32:43,2.0,2025-11-18 11:22:43,2.0,2025-11-18 11:12:43,2.0,2025-11-18 11:02:43,2.0,2025-11-18 10:52:43,2.0,2025-11-18 10:42:43,2.0,2025-11-18 10:32:43,0.0,2025-11-18 10:22:43,0.0,2025-11-18 10:12:43,0.0,2025-11-18 10:02:43,2.0,2025-11-18 11:52:43,2.0,2025-11-18 12:02:43,2.0,2025-11-18 12:12:43,2.0,2025-11-18 12:22:43,2.0,2025-11-18 12:32:44,2.0,2025-11-18 12:42:44,2.0,2025-11-18 13:03:29,0.0,2025-11-18 13:13:29,0.0,2025-11-18 13:23:29,0.0,2025-11-18 13:33:29,
42,燃气爆炸,RQ011990626441276149761,3,是,误报,多次/连续报警，暂维持现场判断,误报,消警,RQ0101,LT-ARD320-15,可燃气体报警器,[NULL],2025-11-18 11:41:42,2025-11-18 11:41:20,2.0,0.0,2.0,2025-11-18 11:45:07,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],http://121.236.214.143:18081/prod-minio/urbanlifeline-file/微信图片_20251118112733_745_90_1763437500409.jpg,2.0,2025-11-18 11:31:21,1.0,2025-11-18 11:21:22,1.0,2025-11-18 11:11:22,1.0,2025-11-18 11:01:23,1.0,2025-11-18 10:51:24,1.0,2025-11-18 10:41:25,1.0,2025-11-18 10:31:26,2.0,2025-11-18 10:21:27,0.0,2025-11-18 10:11:28,0.0,2025-11-18 10:01:29,2.0,2025-11-18 11:51:19,2.0,2025-11-18 12:01:18,1.0,2025-11-18 12:11:17,2.0,2025-11-18 12:21:16,2.0,2025-11-18 12:31:15,1.0,2025-11-18 12:41:14,1.0,2025-11-18 12:51:13,1.0,2025-11-18 13:03:28,0.0,2025-11-18 13:13:27,0.0,2025-11-18 13:23:26,
43,燃气爆炸,RQ011990626387828133890,3,是,误报,多次/连续报警，暂维持现场判断,误报,消警,RQ0101,LT-ARD320-12,可燃气体报警器,[NULL],2025-11-18 11:41:29,2025-11-18 11:40:47,1.0,0.0,1.0,2025-11-18 11:45:28,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],http://121.236.214.143:18081/prod-minio/urbanlifeline-file/微信图片_20251118112733_745_90_1763437519037.jpg,1.0,2025-11-18 11:39:47,1.0,2025-11-18 11:37:47,1.0,2025-11-18 11:35:47,1.0,2025-11-18 11:34:47,1.0,2025-11-18 11:32:47,1.0,2025-11-18 11:30:47,1.0,2025-11-18 11:29:47,1.0,2025-11-18 11:27:47,1.0,2025-11-18 11:25:47,1.0,2025-11-18 11:24:47,1.0,2025-11-18 11:42:47,0.0,2025-11-18 11:44:47,0.0,2025-11-18 11:45:47,0.0,2025-11-18 11:47:47,0.0,2025-11-18 11:49:47,0.0,2025-11-18 11:51:47,0.0,2025-11-18 11:53:47,0.0,2025-11-18 11:55:47,0.0,2025-11-18 11:56:48,1.0,2025-11-18 11:58:48,
44,燃气爆炸,RQ011990625958226546690,3,是,误报,多次/连续报警，暂维持现场判断,误报,消警,RQ0101,LT-ARD320-12,可燃气体报警器,[NULL],2025-11-18 11:39:47,2025-11-18 11:39:47,1.0,0.0,1.0,2025-11-18 11:40:54,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],http://121.236.214.143:18081/prod-minio/urbanlifeline-file/微信图片_20251118112733_745_90_1763437242614.jpg,1.0,2025-11-18 11:37:47,1.0,2025-11-18 11:35:47,1.0,2025-11-18 11:34:47,1.0,2025-11-18 11:32:47,1.0,2025-11-18 11:30:47,1.0,2025-11-18 11:29:47,1.0,2025-11-18 11:27:47,1.0,2025-11-18 11:25:47,1.0,2025-11-18 11:24:47,1.0,2025-11-18 11:22:47,1.0,2025-11-18 11:40:47,1.0,2025-11-18 11:42:47,0.0,2025-11-18 11:44:47,0.0,2025-11-18 11:45:47,0.0,2025-11-18 11:47:47,0.0,2025-11-18 11:49:47,0.0,2025-11-18 11:51:47,0.0,2025-11-18 11:53:47,0.0,2025-11-18 11:55:47,0.0,2025-11-18 11:56:48,
45,燃气爆炸,RQ011990625454641631235,3,是,误报,多次/连续报警，暂维持现场判断,误报,消警,RQ0101,LT-ARD320-12,可燃气体报警器,[NULL],2025-11-18 11:37:47,2025-11-18 11:37:47,1.0,0.0,1.0,2025-11-18 11:39:03,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],http://121.236.214.143:18081/prod-minio/urbanlifeline-file/微信图片_20251118112733_745_90_1763437134978.jpg,1.0,2025-11-18 11:35:47,1.0,2025-11-18 11:34:47,1.0,2025-11-18 11:32:47,1.0,2025-11-18 11:30:47,1.0,2025-11-18 11:29:47,1.0,2025-11-18 11:27:47,1.0,2025-11-18 11:25:47,1.0,2025-11-18 11:24:47,1.0,2025-11-18 11:22:47,1.0,2025-11-18 11:20:47,1.0,2025-11-18 11:39:47,1.0,2025-11-18 11:40:47,1.0,2025-11-18 11:42:47,0.0,2025-11-18 11:44:47,0.0,2025-11-18 11:45:47,0.0,2025-11-18 11:47:47,0.0,2025-11-18 11:49:47,0.0,2025-11-18 11:51:47,0.0,2025-11-18 11:53:47,0.0,2025-11-18 11:55:47,
46,燃气爆炸,RQ011990624699083902978,3,是,误报,多次/连续报警，暂维持现场判断,误报,消警,RQ0101,LT-ARD320-12,可燃气体报警器,[NULL],2025-11-18 11:34:47,2025-11-18 11:34:47,1.0,0.0,1.0,2025-11-18 11:36:30,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],http://121.236.214.143:18081/prod-minio/urbanlifeline-file/微信图片_20251118112733_745_90_1763436979831.jpg,1.0,2025-11-18 11:32:47,1.0,2025-11-18 11:30:47,1.0,2025-11-18 11:29:47,1.0,2025-11-18 11:27:47,1.0,2025-11-18 11:25:47,1.0,2025-11-18 11:24:47,1.0,2025-11-18 11:22:47,1.0,2025-11-18 11:20:47,1.0,2025-11-18 11:18:46,1.0,2025-11-18 11:16:46,1.0,2025-11-18 11:35:47,1.0,2025-11-18 11:37:47,1.0,2025-11-18 11:39:47,1.0,2025-11-18 11:40:47,1.0,2025-11-18 11:42:47,0.0,2025-11-18 11:44:47,0.0,2025-11-18 11:45:47,0.0,2025-11-18 11:47:47,0.0,2025-11-18 11:49:47,0.0,2025-11-18 11:51:47,
